row_id,customer_id,snapshot_date,region,plan_type,acquisition_channel,autopay,tenure_months,monthly_fee,usage_hours_30d,usage_change_90d,support_tickets_90d,late_payments_6m,satisfaction_score,days_since_last_login,network_incidents_30d,leaked_churn_score,retention_offer_result_14d,churn_30d
S20260728-0006640,C00641,2024-06-01,north,standard,partner,yes,50,49.740000,37.327000,-0.084300,1,0,3.250000,3.140000,1,0.067200,no_contact,0
S20260728-0009060,C00661,2024-08-01,west,standard,,no,41,48.380000,32.652000,-0.236500,0,0,3.450000,12.710000,0,0.074700,no_contact,0
S20260728-0000651,C00652,2024-01-01,east,standard,advertising,yes,10,47.950000,34.069000,0.022700,0,0,3.690000,10.160000,0,0.074100,no_contact,0
S20260728-0001346,C00147,2024-02-01,east,basic,referral,no,11,28.530000,51.177000,-0.073100,0,0,4.000000,1.970000,1,0.095500,no_contact,0
S20260728-0009082,C00683,2024-08-01,south,standard,partner,yes,27,50.600000,17.628000,-0.203700,3,0,2.940000,5.520000,2,0.235100,no_contact,0
S20260728-0003863,C00264,2024-04-01,south,premium,partner,no,28,76.890000,,0.109700,0,0,4.320000,16.870000,0,0.140900,no_contact,0
S20260728-0001956,C00757,2024-02-01,south,premium,partner,yes,48,78.770000,24.150000,-0.400100,1,0,,12.750000,1,0.000000,no_contact,0
S20260728-0000711,C00712,2024-01-01,north,basic,,yes,2,27.730000,34.474000,,0,0,2.900000,16.700000,0,0.000000,accepted_offer,0
S20260728-0001103,C01104,2024-01-01,west,basic,,no,48,30.330000,33.605000,-0.145600,1,1,3.090000,3.500000,1,0.001400,no_contact,0
S20260728-0005074,C00275,2024-05-01,south,standard,advertising,no,24,49.860000,14.216000,-0.061700,0,0,3.750000,2.200000,0,0.008700,accepted_offer,0
S20260728-0002755,C00356,2024-03-01,north,basic,organic,yes,39,27.620000,16.440000,-0.099800,0,1,4.300000,4.210000,0,0.134000,no_contact,0
S20260728-0003213,C00814,2024-03-01,south,premium,partner,no,42,81.880000,,-0.228300,1,1,3.860000,7.570000,0,0.066400,no_contact,0
S20260728-0001296,C00097,2024-02-01,north,standard,referral,no,12,48.340000,27.499000,0.097500,0,0,,0.580000,1,0.022700,no_contact,0
S20260728-0006922,C00923,2024-06-01,south,standard,organic,yes,47,44.830000,13.935000,0.171200,0,0,3.460000,8.840000,1,0.128200,no_contact,0
S20260728-0001110,C01111,2024-01-01,south,premium,organic,yes,10,80.810000,24.262000,-0.154800,1,0,3.220000,13.170000,1,0.062400,no_contact,0
S20260728-0007699,C00500,2024-07-01,north,premium,partner,yes,23,77.420000,,-0.341200,2,0,3.070000,13.180000,2,0.143500,no_contact,0
S20260728-0001197,C01198,2024-01-01,north,standard,advertising,no,45,47.500000,31.475000,-0.037300,1,2,3.730000,6.700000,0,0.939400,retained_after_offer,1
S20260728-0000750,C00751,2024-01-01,east,standard,organic,yes,10,51.060000,35.774000,-0.401300,1,0,4.310000,17.030000,0,0.817000,cancelled,1
S20260728-0005146,C00347,2024-05-01,south,basic,organic,no,51,29.730000,51.400000,0.138900,0,1,2.550000,14.820000,0,0.170100,no_contact,0
S20260728-0007640,C00441,2024-07-01,south,basic,organic,yes,7,27.550000,20.009000,0.032300,0,0,,7.130000,1,0.170100,no_contact,0
S20260728-0004791,C01192,2024-04-01,west,standard,advertising,yes,45,44.670000,17.443000,-0.073300,0,0,4.660000,1.800000,0,0.045400,no_contact,0
S20260728-0004809,C00010,2024-05-01,north,standard,organic,yes,11,49.000000,13.412000,-0.087500,0,0,2.880000,6.010000,0,0.044900,no_contact,0
S20260728-0002317,C01118,2024-02-01,north,standard,advertising,no,35,51.540000,27.273000,,1,1,2.520000,8.300000,2,0.080300,no_contact,0
S20260728-0002434,C00035,2024-03-01,east,basic,organic,yes,25,28.010000,35.264000,0.285200,0,1,2.940000,4.890000,2,0.190700,no_contact,0
S20260728-0003581,C01182,2024-03-01,south,basic,organic,yes,8,28.920000,32.289000,-0.336900,3,0,3.080000,7.930000,3,0.119100,no_contact,0
S20260728-0000577,C00578,2024-01-01,east,standard,partner,yes,35,50.800000,28.921000,-0.029500,0,0,4.360000,0.610000,0,0.093600,no_contact,0
S20260728-0000205,C00206,2024-01-01,south,standard,organic,yes,35,46.630000,16.407000,-0.153400,2,0,3.600000,8.020000,1,0.047100,accepted_offer,0
S20260728-0007245,C00046,2024-07-01,east,standard,partner,yes,42,50.420000,,0.142500,0,0,,9.020000,0,0.019800,no_contact,0
S20260728-0007472,C00273,2024-07-01,east,basic,organic,yes,11,27.990000,43.944000,-0.060700,1,0,2.900000,4.390000,3,0.137600,no_contact,0
S20260728-0004972,C00173,2024-05-01,east,basic,referral,yes,46,25.650000,10.469000,-0.328700,1,0,3.830000,7.900000,1,0.044800,no_contact,0
S20260728-0001451,C00252,2024-02-01,north,premium,partner,yes,48,80.600000,22.060000,-0.344700,1,0,2.790000,13.150000,0,0.961400,cancelled,1
S20260728-0006638,C00639,2024-06-01,south,standard,partner,no,33,47.550000,46.194000,-0.170100,1,0,3.300000,1.920000,0,0.048200,no_contact,0
S20260728-0000623,C00624,2024-01-01,west,basic,advertising,no,19,27.840000,63.378000,-0.123300,0,0,4.030000,9.040000,1,0.063400,no_contact,0
S20260728-0009203,C00804,2024-08-01,north,standard,advertising,no,36,50.590000,,-0.222800,2,1,,23.160000,2,0.000000,no_contact,0
S20260728-0006707,C00708,2024-06-01,east,basic,partner,yes,44,25.510000,8.126000,-0.241800,1,1,4.080000,17.940000,2,0.030800,no_contact,0
S20260728-0003736,C00137,2024-04-01,south,basic,referral,no,25,27.610000,24.652000,-0.014900,1,0,2.970000,17.560000,2,0.117100,no_contact,0
S20260728-0009137,C00738,2024-08-01,east,basic,organic,yes,52,24.100000,61.597000,-0.061600,0,0,4.420000,2.770000,0,0.069100,no_contact,0
S20260728-0001587,C00388,2024-02-01,north,basic,advertising,yes,26,28.610000,38.457000,-0.083600,0,0,,5.720000,0,0.004000,accepted_offer,0
S20260728-0002206,C01007,2024-02-01,west,standard,partner,no,40,49.240000,45.325000,0.006400,2,1,3.700000,6.590000,0,0.089600,no_contact,0
S20260728-0002418,C00019,2024-03-01,east,basic,organic,yes,13,29.070000,28.906000,0.010300,1,0,3.470000,3.410000,0,0.907400,retained_after_offer,1
S20260728-0007359,C00160,2024-07-01,east,standard,organic,no,39,48.860000,12.780000,-0.555900,1,0,3.820000,22.930000,0,0.073100,no_contact,0
S20260728-0004998,C00199,2024-05-01,east,standard,advertising,no,52,48.930000,49.145000,-0.125700,2,1,2.630000,4.290000,2,0.743900,cancelled,1
S20260728-0003440,C01041,2024-03-01,south,basic,advertising,yes,42,29.110000,46.689000,-0.224300,0,0,2.850000,7.180000,0,0.129600,no_contact,0
S20260728-0003474,C01075,2024-03-01,west,standard,partner,yes,41,50.150000,46.972000,-0.196800,0,0,3.020000,8.400000,0,0.053400,no_contact,0
S20260728-0008273,C01074,2024-07-01,east,standard,referral,yes,8,49.350000,30.780000,-0.090000,2,0,,1.430000,0,0.870000,cancelled,1
S20260728-0002742,C00343,2024-03-01,east,premium,referral,yes,4,78.860000,32.729000,0.032900,0,0,3.390000,3.650000,0,0.170900,no_contact,0
S20260728-0004690,C01091,2024-04-01,east,standard,advertising,no,5,47.220000,5.509000,-0.109000,1,2,2.940000,9.500000,2,0.122700,no_contact,0
S20260728-0007993,C00794,2024-07-01,west,standard,,yes,40,49.020000,11.442000,-0.342600,4,0,3.310000,8.930000,2,0.179800,no_contact,0
S20260728-0002343,C01144,2024-02-01,east,standard,partner,yes,47,49.260000,,-0.148000,1,0,,18.440000,0,0.188200,accepted_offer,0
S20260728-0007885,C00686,2024-07-01,north,premium,referral,no,41,78.870000,40.263000,-0.097500,0,0,3.150000,4.300000,0,0.034200,no_contact,0
S20260728-0007702,C00503,2024-07-01,south,basic,organic,yes,42,28.400000,81.400000,0.159500,0,0,4.500000,10.100000,1,0.046100,no_contact,0
S20260728-0005818,C01019,2024-05-01,north,basic,organic,no,48,28.870000,27.874000,,1,0,3.030000,11.400000,1,0.077800,no_contact,0
S20260728-0005194,C00395,2024-05-01,east,basic,advertising,yes,30,28.140000,46.940000,,1,0,4.030000,8.870000,0,0.003200,no_contact,0
S20260728-0000416,C00417,2024-01-01,south,basic,organic,no,45,26.130000,44.730000,0.033100,0,1,,5.150000,1,0.150400,no_contact,0
S20260728-0000960,C00961,2024-01-01,east,premium,partner,yes,33,80.260000,7.703000,-0.310900,1,0,3.240000,9.810000,0,0.147800,no_contact,0
S20260728-0009510,C01111,2024-08-01,south,premium,organic,yes,17,74.030000,33.945000,0.028500,0,0,3.280000,2.140000,2,0.149000,no_contact,0
S20260728-0008378,C01179,2024-07-01,west,premium,organic,no,14,76.400000,28.828000,-0.292800,2,2,2.880000,13.590000,1,0.059000,accepted_offer,0
S20260728-0002102,C00903,2024-02-01,south,basic,partner,no,13,30.080000,19.564000,-0.132900,0,0,4.460000,2.580000,1,0.041700,no_contact,0
S20260728-0003752,C00153,2024-04-01,north,standard,partner,no,50,49.360000,16.518000,-0.083000,0,1,4.170000,9.610000,1,0.241400,no_contact,0
S20260728-0008622,C00223,2024-08-01,north,basic,partner,no,29,26.550000,37.258000,-0.223600,0,0,3.090000,1.240000,0,0.099400,no_contact,0
S20260728-0007935,C00736,2024-07-01,south,standard,,yes,20,48.140000,26.987000,0.149100,0,0,4.220000,15.900000,0,0.067400,no_contact,0
S20260728-0009565,C01166,2024-08-01,north,basic,partner,no,40,29.410000,43.780000,-0.010100,1,1,3.370000,5.410000,1,0.107500,no_contact,0
S20260728-0003052,C00653,2024-03-01,east,basic,partner,no,20,33.090000,34.669000,0.057300,1,1,3.910000,7.920000,0,0.049800,no_contact,0
S20260728-0005764,C00965,2024-05-01,east,standard,referral,yes,39,48.680000,24.221000,-0.067200,1,0,3.220000,7.540000,1,0.035600,no_contact,0
S20260728-0008223,C01024,2024-07-01,south,premium,partner,no,42,78.340000,43.094000,0.038000,0,0,2.780000,4.340000,0,0.020200,no_contact,0
S20260728-0002075,C00876,2024-02-01,north,basic,referral,yes,34,25.910000,41.318000,-0.194500,0,1,2.990000,8.630000,1,0.904000,cancelled,1
S20260728-0005595,C00796,2024-05-01,north,standard,organic,yes,17,51.040000,17.476000,-0.254700,0,0,3.610000,11.580000,1,0.115300,accepted_offer,0
S20260728-0007072,C01073,2024-06-01,south,premium,partner,yes,10,77.210000,42.382000,0.002600,0,0,4.690000,0.470000,1,0.000000,accepted_offer,0
S20260728-0002747,C00348,2024-03-01,south,basic,advertising,yes,15,27.440000,36.226000,0.057200,1,0,3.890000,5.090000,0,0.047500,no_contact,0
S20260728-0007496,C00297,2024-07-01,north,basic,organic,yes,36,24.690000,53.641000,-0.013100,1,0,4.030000,16.990000,1,0.072100,no_contact,0
S20260728-0007994,C00795,2024-07-01,west,basic,advertising,yes,14,26.310000,19.812000,0.316000,0,0,3.160000,9.550000,0,0.073800,no_contact,0
S20260728-0001419,C00220,2024-02-01,west,standard,advertising,yes,29,50.720000,23.298000,-0.305300,1,1,4.130000,9.610000,0,0.067400,no_contact,0
S20260728-0007684,C00485,2024-07-01,north,standard,organic,yes,34,50.050000,18.520000,-0.148000,1,0,3.580000,6.560000,2,0.001300,no_contact,0
S20260728-0008684,C00285,2024-08-01,east,basic,partner,no,22,31.780000,23.127000,0.003600,0,0,4.760000,14.850000,0,0.173800,no_contact,0
S20260728-0005955,C01156,2024-05-01,north,standard,partner,yes,21,48.880000,30.940000,-0.194000,0,0,1.340000,1.950000,0,0.179100,no_contact,0
S20260728-0009217,C00818,2024-08-01,north,premium,referral,no,16,80.580000,30.766000,-0.028800,1,0,2.860000,2.180000,0,0.110700,no_contact,0
S20260728-0001523,C00324,2024-02-01,west,standard,partner,yes,22,47.380000,35.197000,0.306100,0,0,2.810000,3.410000,0,0.005200,no_contact,0
S20260728-0001211,C00012,2024-02-01,west,standard,partner,no,25,52.420000,34.171000,0.044500,0,0,4.530000,7.600000,0,0.036800,no_contact,0
S20260728-0001305,C00106,2024-02-01,east,premium,advertising,no,4,79.940000,37.694000,0.144100,1,0,4.050000,9.740000,0,0.000000,no_contact,0
S20260728-0003362,C00963,2024-03-01,north,premium,referral,no,4,81.500000,15.206000,-0.168000,0,0,3.540000,5.580000,0,0.185400,no_contact,0
S20260728-0000019,C00020,2024-01-01,east,basic,advertising,yes,8,27.450000,52.875000,0.122600,1,0,3.460000,2.230000,1,0.000000,no_contact,0
S20260728-0002438,C00039,2024-03-01,east,standard,referral,yes,15,51.060000,19.748000,-0.099200,0,0,3.530000,8.170000,0,0.201600,no_contact,0
S20260728-0003528,C01129,2024-03-01,north,standard,organic,yes,28,48.810000,9.093000,-0.054500,0,0,3.420000,8.730000,0,0.094800,no_contact,0
S20260728-0006622,C00623,2024-06-01,east,standard,organic,yes,31,46.140000,29.545000,-0.381100,1,0,3.220000,9.100000,1,0.000000,no_contact,0
S20260728-0005965,C01166,2024-05-01,north,basic,,no,37,30.820000,28.500000,-0.346800,0,0,3.260000,12.640000,1,0.067800,no_contact,0
S20260728-0000348,C00349,2024-01-01,east,standard,organic,yes,48,46.200000,31.220000,0.056100,1,0,3.490000,3.770000,1,0.132600,no_contact,0
S20260728-0002654,C00255,2024-03-01,east,standard,advertising,no,40,51.540000,33.693000,-0.045300,0,1,3.950000,18.990000,1,0.000000,no_contact,0
S20260728-0003833,C00234,2024-04-01,north,basic,organic,no,11,30.430000,27.985000,-0.060400,0,0,4.470000,1.890000,1,0.123000,no_contact,0
S20260728-0000802,C00803,2024-01-01,east,premium,partner,yes,19,78.580000,25.723000,-0.165000,0,0,4.870000,12.570000,0,0.195200,no_contact,0
S20260728-0002021,C00822,2024-02-01,west,premium,advertising,yes,43,77.300000,56.170000,0.262400,0,0,4.550000,4.320000,0,0.085900,no_contact,0
S20260728-0000690,C00691,2024-01-01,south,basic,organic,no,8,28.420000,22.349000,0.158500,0,1,3.830000,4.150000,0,0.906900,retained_after_offer,1
S20260728-0004507,C00908,2024-04-01,west,basic,advertising,yes,48,27.200000,30.635000,-0.228900,0,0,2.420000,8.190000,0,0.166300,no_contact,0
S20260728-0000540,C00541,2024-01-01,north,basic,,no,15,30.070000,30.858000,-0.218900,0,1,4.540000,5.180000,1,0.047900,no_contact,0
S20260728-0008065,C00866,2024-07-01,east,basic,partner,yes,51,26.260000,19.192000,0.027700,1,2,4.370000,14.710000,2,0.871500,retained_after_offer,1
S20260728-0003821,C00222,2024-04-01,north,basic,advertising,yes,30,26.570000,10.042000,-0.089200,0,0,4.930000,18.360000,0,0.087000,no_contact,0
S20260728-0007279,C00080,2024-07-01,north,basic,organic,yes,18,24.080000,22.824000,-0.295200,0,0,4.410000,13.200000,0,0.014600,no_contact,0
S20260728-0005446,C00647,2024-05-01,south,basic,referral,no,6,25.970000,30.331000,-0.261600,1,0,3.760000,14.300000,1,0.078000,no_contact,0
S20260728-0008183,C00984,2024-07-01,south,basic,organic,no,29,33.820000,4.516000,0.043000,0,1,4.930000,9.700000,2,0.077900,no_contact,0
S20260728-0003085,C00686,2024-03-01,north,premium,referral,no,37,77.680000,29.118000,-0.468600,2,0,2.650000,8.990000,0,0.885700,cancelled,1
S20260728-0000804,C00805,2024-01-01,north,standard,organic,yes,17,44.960000,603.507000,-0.108900,0,0,3.710000,13.090000,0,0.086800,no_contact,0
S20260728-0006326,C00327,2024-06-01,east,standard,advertising,no,8,46.370000,29.374000,0.216900,0,1,4.530000,14.520000,1,0.076100,no_contact,0
S20260728-0004166,C00567,2024-04-01,north,basic,advertising,yes,38,31.660000,7.330000,-0.475800,1,0,4.880000,11.030000,0,0.133500,no_contact,0
S20260728-0006347,C00348,2024-06-01,south,basic,advertising,yes,18,30.340000,30.751000,-0.112500,0,0,4.040000,6.830000,0,0.008500,accepted_offer,0
S20260728-0007109,C01110,2024-06-01,south,standard,advertising,yes,10,46.860000,33.349000,0.077100,2,0,3.710000,9.810000,1,0.994400,retained_after_offer,1
S20260728-0000247,C00248,2024-01-01,south,basic,referral,no,29,27.020000,23.440000,-0.015900,2,0,3.940000,19.470000,1,0.113900,no_contact,0
S20260728-0000180,C00181,2024-01-01,east,basic,advertising,no,47,29.960000,79.238000,-0.056800,1,0,3.820000,4.030000,0,0.226900,no_contact,0
S20260728-0001268,C00069,2024-02-01,south,basic,,no,28,31.180000,43.085000,-0.122800,0,0,4.830000,3.680000,0,0.151600,no_contact,0
S20260728-0007224,C00025,2024-07-01,north,basic,advertising,yes,33,29.120000,,-0.073300,0,0,3.470000,11.130000,1,0.991400,retained_after_offer,1
S20260728-0008948,C00549,2024-08-01,east,standard,advertising,yes,25,48.320000,25.225000,-0.116300,0,0,3.020000,15.710000,0,0.112000,no_contact,0
S20260728-0001472,C00273,2024-02-01,east,basic,organic,yes,6,26.530000,38.453000,-0.152800,0,0,3.640000,6.830000,0,0.191100,accepted_offer,0
S20260728-0001473,C00274,2024-02-01,north,standard,organic,yes,25,50.130000,32.187000,0.336300,1,0,3.630000,2.160000,2,0.112000,no_contact,0
S20260728-0002823,C00424,2024-03-01,east,premium,referral,yes,29,78.570000,,-0.273800,1,1,3.460000,11.550000,2,0.044300,no_contact,0
S20260728-0000824,C00825,2024-01-01,north,basic,advertising,no,47,27.520000,38.667000,-0.150400,1,1,4.750000,6.470000,0,0.127400,accepted_offer,0
S20260728-0000922,C00923,2024-01-01,south,standard,organic,yes,42,46.790000,10.433000,-0.132000,0,0,3.850000,8.560000,0,0.000000,no_contact,0
S20260728-0007177,C01178,2024-06-01,north,standard,referral,yes,16,51.380000,32.340000,0.212700,0,0,2.750000,3.910000,0,0.038400,no_contact,0
S20260728-0002913,C00514,2024-03-01,east,basic,referral,yes,24,28.230000,28.547000,-0.232300,1,0,2.260000,2.240000,1,0.098900,accepted_offer,0
S20260728-0009487,C01088,2024-08-01,west,basic,advertising,yes,39,28.110000,16.832000,-0.330300,1,0,2.970000,8.000000,0,0.036000,accepted_offer,0
S20260728-0005631,C00832,2024-05-01,south,standard,organic,yes,33,52.260000,8.889000,0.231900,0,0,2.320000,5.680000,2,0.009600,accepted_offer,0
S20260728-0007440,C00241,2024-07-01,east,basic,advertising,yes,51,28.100000,47.502000,-0.202000,1,0,3.320000,12.250000,2,0.088500,accepted_offer,0
S20260728-0005478,C00679,2024-05-01,north,basic,,yes,31,30.250000,26.812000,-0.205600,0,0,3.290000,6.890000,0,0.169600,no_contact,0
S20260728-0001701,C00502,2024-02-01,east,standard,referral,yes,13,48.580000,54.100000,-0.033000,0,0,5.000000,2.290000,0,0.093900,no_contact,0
S20260728-0001757,C00558,2024-02-01,west,standard,,no,8,47.900000,32.791000,-0.164000,1,0,2.450000,2.580000,2,0.082200,no_contact,0
S20260728-0007159,C01160,2024-06-01,north,basic,organic,no,9,25.080000,9.189000,-0.646000,2,0,3.990000,10.520000,3,0.927300,retained_after_offer,1
S20260728-0007838,C00639,2024-07-01,south,standard,partner,no,34,49.220000,30.877000,,0,0,3.350000,12.630000,0,0.068600,no_contact,0
S20260728-0009123,C00724,2024-08-01,north,standard,organic,no,33,46.590000,29.534000,-0.253600,1,0,2.850000,9.870000,0,0.058000,no_contact,0
S20260728-0002313,C01114,2024-02-01,east,standard,partner,no,14,50.000000,44.726000,-0.017000,2,1,,14.320000,0,0.073500,no_contact,0
S20260728-0009536,C01137,2024-08-01,west,premium,,yes,47,74.740000,6.110000,-0.487900,5,0,2.510000,15.040000,4,0.132000,no_contact,0
S20260728-0005953,C01154,2024-05-01,east,basic,organic,no,29,30.920000,11.684000,-0.446700,1,0,4.240000,6.760000,0,0.060400,accepted_offer,0
S20260728-0004128,C00529,2024-04-01,west,basic,partner,yes,7,28.450000,4.355000,-0.031900,0,0,3.880000,4.710000,0,0.150900,accepted_offer,0
S20260728-0001318,C00119,2024-02-01,north,basic,partner,no,23,27.960000,33.245000,0.038400,1,0,2.650000,10.760000,2,0.032600,no_contact,0
S20260728-0008443,C00044,2024-08-01,west,basic,referral,no,31,27.840000,17.263000,-0.261900,1,1,4.080000,10.540000,1,0.176400,no_contact,0
S20260728-0002018,C00819,2024-02-01,north,basic,organic,yes,45,27.940000,12.215000,-0.430000,1,0,,11.630000,0,0.073100,no_contact,0
S20260728-0000495,C00496,2024-01-01,south,basic,advertising,no,16,33.340000,27.617000,,0,1,4.880000,11.750000,0,0.158900,no_contact,0
S20260728-0004037,C00438,2024-04-01,south,basic,organic,yes,31,26.730000,73.273000,-0.165300,1,0,3.030000,4.090000,0,0.108800,no_contact,0
S20260728-0004192,C00593,2024-04-01,east,standard,organic,yes,25,48.410000,42.890000,-0.115300,0,0,3.430000,3.930000,0,0.038400,no_contact,0
S20260728-0007131,C01132,2024-06-01,south,standard,advertising,no,24,49.240000,13.539000,-0.304400,0,1,3.090000,19.390000,1,0.851800,cancelled,1
S20260728-0005832,C01033,2024-05-01,west,standard,organic,no,38,50.880000,164.040000,-0.400500,2,0,3.520000,11.610000,1,0.000000,no_contact,0
S20260728-0007323,C00124,2024-07-01,west,basic,advertising,no,10,25.970000,14.844000,-0.021100,1,1,,11.160000,1,0.113400,no_contact,0
S20260728-0001695,C00496,2024-02-01,south,basic,advertising,no,17,30.790000,21.217000,-0.056900,1,1,4.360000,6.760000,1,0.045100,no_contact,0
S20260728-0002328,C01129,2024-02-01,north,standard,organic,yes,27,48.350000,14.936000,0.030700,0,0,2.430000,4.810000,1,0.085300,no_contact,0
S20260728-0002672,C00273,2024-03-01,east,basic,,yes,7,28.890000,43.878000,,0,0,,8.660000,0,0.000000,no_contact,0
